known_tags,rec_1,rec_2,rec_3,rec_4,rec_5
['algorithm'],optimization,tree,memory-management,data-structures,sorting
[],algorithm,string,arrays,optimization,data-structures
"['algorithm', 'arrays', 'sorting']",optimization,data-structures,memory-management,tree,boolean
['boolean'],queue,substring,tree,multidimensional-array,hashtable
"['boolean', 'artificial-intelligence', 'algorithm', 'optimization', 'hashtable', 'hashset', 'string', 'hashmap', 'binary-search-tree', 'doubly-linked-list', 'data-structures', 'multidimensional-array', 'arrays', 'heap-memory', 'stack', 'memory-management', 'fifo', 'time-complexity', 'set', 'binary-search', 'selection-sort', 'sorting', 'linked-list', 'list', 'singly-linked-list']",hash,recursion,queue,dynamic-arrays,binary-tree
"['probability', 'algorithm', 'optimization', 'string-comparison', 'string', 'hashmap', 'binary-tree', 'data-structures', 'arrays', 'heap-memory', 'stack', 'memory-management', 'mergesort', 'binary-search', 'sorting', 'linked-list', 'list']",hashtable,hash,quicksort,priority-queue,boolean-logic
"['np-complete', 'boolean', 'algorithm', 'hashset', 'string', 'hashmap', 'data-structures', 'graph-theory', 'graph', 'stack', 'recursion', 'sorting', 'list']",optimization,queue,set,multidimensional-array,hash
['memory-management'],hashtable,hashmap,hash,recursion,tree
[],algorithm,string,arrays,optimization,data-structures
"['algorithm', 'hashtable', 'string', 'data-structures', 'multidimensional-array', 'arrays', 'dynamic-programming', 'combinatorics', 'bubble-sort', 'sorting']",optimization,list,recursion,memory-management,hash
['optimization'],recursion,substring,hash,boolean,memory-management
"['boolean', 'optimization', 'hashcode', 'hash', 'arrays', 'heap-memory', 'memory-management', 'set']",data-structures,sorting,hashmap,recursion,hashtable
[],algorithm,string,arrays,optimization,data-structures
['hashtable'],substring,stack,tree,linked-list,boolean-logic
"['algorithm', 'optimization', 'string', 'hash', 'arrays', 'list']",data-structures,sorting,memory-management,recursion,stack
['stack'],tree,queue,hashcode,graph,boolean-logic
['sorting'],recursion,hash,optimization,data-structures,boolean
"['optimization', 'recursion']",hash,multidimensional-array,boolean,queue,stack
"['arrays', 'set']",multidimensional-array,hash,recursion,optimization,memory-management
"['algorithm', 'optimization', 'string', 'partitioning']",code-complexity,tree,graph-theory,sorting,list
['data-structures'],optimization,memory-management,hash,recursion,boolean
['sorting'],optimization,data-structures,recursion,hash,boolean
"['algorithm', 'string', 'arrays', 'list']",optimization,sorting,data-structures,hash,memory-management
"['string-comparison', 'string', 'arrays']",optimization,algorithm,list,multidimensional-array,string-concatenation
"['optimization', 'string', 'recursion']",hash,algorithm,list,sorting,data-structures
"['boolean', 'algorithm', 'optimization', 'hash-collision', 'substring', 'string-comparison', 'string', 'hash', 'multidimensional-array', 'arrays', 'recursion', 'sorting', 'list']",data-structures,memory-management,string-concatenation,set,graph
['memory-management'],hash,hashtable,recursion,substring,boolean
"['finite-automata', 'boolean', 'algorithm', 'optimization', 'hashcode', 'hashtable', 'string-matching', 'hashset', 'string', 'hash', 'hashmap', 'data-structures', 'multidimensional-array', 'arrays', 'heap-memory', 'memory-management', 'stack-memory', 'queue', 'big-o', 'tail-recursion', 'set', 'sorting', 'linked-list', 'list']",recursion,stack,tree,boolean-expression,binary-tree
['arrays'],algorithm,optimization,list,sorting,hash
"['data-structures', 'arrays']",algorithm,optimization,sorting,tree,memory-management
"['boolean', 'algorithm', 'optimization', 'hashcode', 'string-comparison', 'hashset', 'string', 'hash', 'data-structures', 'arrays', 'graph-algorithm', 'queue', 'set', 'sorting', 'list']",recursion,memory-management,graph,hashmap,multidimensional-array
"['string', 'combinatorics']",algorithm,heuristics,mathematical-optimization,optimization,recursion
[],algorithm,string,arrays,optimization,probability
"['string', 'list']",algorithm,arrays,optimization,sorting,data-structures
"['string', 'hash', 'arrays', 'list']",algorithm,optimization,memory-management,recursion,sorting
"['algorithm', 'optimization', 'string', 'multidimensional-array', 'arrays', 'matrix-multiplication', 'list']",data-structures,memory-management,sorting,set,recursion
"['data-structures', 'arrays', 'linked-list']",optimization,memory-management,sorting,recursion,boolean
[],algorithm,string,arrays,optimization,graph
['arrays'],algorithm,optimization,list,memory-management,sorting
"['artificial-intelligence', 'string']",algorithm,graph,optimization,sorting,list
"['algorithm', 'graph', 'list']",optimization,sorting,hash,recursion,data-structures
"['string', 'hash', 'arrays', 'stack']",memory-management,algorithm,optimization,list,recursion
"['boolean', 'algorithm', 'optimization', 'substring', 'hashtable', 'hashset', 'string', 'hash', 'hashmap', 'data-structures', 'arrays', 'stack', 'memory-management', 'recursion', 'binary-search', 'sorting', 'linked-list', 'list']",heap-memory,string-comparison,multidimensional-array,hashcode,binary-tree
"['big-o', 'time-complexity']",complexity-theory,breadth-first-search,np-complete,knapsack-problem,path-finding
"['optimization', 'arrays']",algorithm,sorting,data-structures,boolean,recursion
"['artificial-intelligence', 'optimization']",graph,heuristics,recursion,complexity-theory,graph-theory
['tail-recursion'],boolean-expression,boolean-operations,hash-collision,stability,mathematical-optimization
"['boolean', 'artificial-intelligence', 'heuristics', 'algorithm', 'optimization', 'string-concatenation', 'substring', 'hashtable', 'string-comparison', 'string', 'hash', 'hashmap', 'binary-tree', 'b-tree', 'tree', 'data-structures', 'multidimensional-array', 'arrays', 'heap-memory', 'memory-management', 'queue', 'recursion', 'binary-search', 'sorting', 'linked-list', 'list']",stack,graph,set,hashcode,hashset
['arrays'],algorithm,optimization,list,sorting,data-structures
"['algorithm', 'string', 'recursion', 'sorting', 'linked-list']",optimization,data-structures,list,memory-management,hash
"['algorithm', 'optimization', 'string', 'data-structures', 'arrays', 'greatest-common-divisor', 'set', 'sorting', 'list']",recursion,hash,memory-management,turing-machines,sparse-array
"['np-hard', 'algorithm', 'optimization', 'string', 'arrays', 'traveling-salesman', 'memory-management', 'sorting', 'linked-list']",data-structures,huffman-code,list,binary-tree,graph-algorithm
"['data-structures', 'memory-management']",hashmap,hashtable,tree,hash,boolean
"['string', 'arrays']",algorithm,optimization,list,sorting,data-structures
"['boolean', 'algorithm', 'hashcode', 'huffman-code', 'string', 'hashmap', 'data-structures', 'arrays', 'memory-management', 'big-o']",optimization,sorting,list,set,hash
"['algorithm', 'string', 'graph-algorithm']",optimization,artificial-intelligence,sorting,data-structures,directed-graph
[],algorithm,string,arrays,optimization,probability
"['string', 'memory-management']",algorithm,optimization,list,hash,data-structures
"['string', 'hash', 'tree', 'multidimensional-array', 'arrays', 'partitioning', 'recursion']",algorithm,graph,queue,optimization,sorting
['queue'],graph,string-comparison,string-matching,artificial-intelligence,hashset
"['algorithm', 'string', 'arrays']",optimization,list,sorting,data-structures,substring
"['hashcode', 'string', 'memory-management', 'linked-list']",algorithm,optimization,data-structures,list,hashmap
['memory-management'],hash,recursion,boolean,multidimensional-array,queue
"['np-complete', 'boolean', 'artificial-intelligence', 'algorithm', 'optimization', 'string-matching', 'hash', 'b-tree', 'tree', 'data-structures', 'graph', 'heap-memory', 'stack', 'memory-management', 'fifo', 'stack-memory', 'partitioning', 'recursion', 'set']",sorting,hashtable,hashmap,queue,linked-list
"['algorithm', 'string', 'arrays']",optimization,list,sorting,data-structures,recursion
['arrays'],algorithm,optimization,sorting,list,data-structures
"['string', 'hashmap']",algorithm,hashtable,optimization,memory-management,list
"['algorithm', 'optimization', 'string', 'hashmap', 'breadth-first-search', 'data-structures', 'arrays', 'matrix-multiplication', 'adjacency-list', 'graph', 'heap-memory', 'stack', 'memory-management', 'recursion', 'set', 'sorting', 'linked-list', 'list']",multidimensional-array,hash,queue,hashtable,binary-tree
[],algorithm,string,arrays,optimization,data-structures
"['hashmap', 'sorting']",hash,recursion,hashtable,hashcode,heap-memory
"['boolean', 'algorithm', 'optimization']",sorting,data-structures,recursion,hash,memory-management
"['algorithm', 'set', 'sorting']",recursion,hash,optimization,queue,multidimensional-array
"['algorithm', 'string', 'arrays', 'priority-queue', 'memory-management', 'code-complexity']",heap-memory,optimization,hashtable,probability,tree
"['proof', 'probability', 'complexity-theory', 'algorithm', 'optimization', 'string', 'data-structures', 'arrays', 'graph', 'memory-management', 'queue', 'dynamic-programming', 'divide-and-conquer', 'quicksort', 'combinatorics', 'binary-search', 'linked-list', 'list']",sorting,mathematical-optimization,tail-recursion,tree,big-o
[],algorithm,string,arrays,optimization,data-structures
[],algorithm,string,arrays,optimization,data-structures
['optimization'],recursion,memory-management,hash,substring,boolean
"['boolean', 'memory-management', 'heapalloc']",n-ary-tree,abstract-data-type,set,turing-machines,linked-list
['string'],arrays,algorithm,optimization,list,sorting
"['boolean', 'algorithm', 'optimization', 'hashcode', 'consistent-hashing', 'hashtable', 'hashset', 'string', 'hash', 'hashmap', 'tree', 'data-structures', 'arrays', 'priority-queue', 'partitioning', 'recursion', 'set', 'binary-search', 'sorting', 'linked-list', 'list']",memory-management,multidimensional-array,binary-tree,queue,heap-memory
[],algorithm,string,arrays,optimization,graph
"['hashcode', 'string', 'data-structures', 'recursion', 'list']",algorithm,optimization,hash,sorting,memory-management
"['algorithm', 'string']",optimization,arrays,data-structures,list,sorting
"['optimization', 'substring', 'string', 'list']",algorithm,memory-management,hash,sorting,boolean
"['algorithm', 'substring', 'multidimensional-array', 'arrays', 'memory-management', 'list']",hash,optimization,recursion,sorting,string-concatenation
"['algorithm', 'string', 'binary-search-tree', 'binary-tree', 'doubly-linked-list', 'tree', 'linked-list', 'set-operations']",optimization,data-structures,list,sorting,heap-memory
"['string', 'arrays', 'heap-memory', 'list']",algorithm,optimization,memory-management,sorting,data-structures
"['artificial-intelligence', 'algorithm', 'string', 'hashmap', 'arrays', 'stack', 'big-o', 'time-complexity', 'recursion', 'sorting', 'list']",optimization,data-structures,complexity-theory,binary-tree,heap-memory
"['arrays', 'time-complexity', 'sorting']",optimization,data-structures,binary-tree,big-o,memory-management
"['string', 'list']",arrays,algorithm,optimization,sorting,data-structures
['arrays'],optimization,list,algorithm,hash,memory-management
"['string', 'hash', 'data-structures', 'arrays', 'graph', 'sorting']",algorithm,optimization,artificial-intelligence,recursion,list
"['np-complete', 'complexity-theory', 'algorithm', 'optimization', 'multidimensional-array', 'arrays', 'memory-management', 'dynamic-allocation', 'time-complexity', 'recursion']",data-structures,sorting,big-o,set-intersection,hash
"['multidimensional-array', 'arrays', 'sorting']",memory-management,hash,optimization,recursion,data-structures
['queue'],graph,string-comparison,artificial-intelligence,hashset,string-matching
"['boolean', 'algorithm', 'optimization', 'hash', 'binary-tree', 'data-structures', 'arrays', 'list']",sorting,recursion,memory-management,linked-list,tree
"['optimization', 'string-substitution', 'substring', 'string', 'hash', 'hashmap', 'data-structures', 'multidimensional-array', 'arrays', 'memory-management', 'partitioning', 'recursion', 'set', 'list']",algorithm,sorting,hashset,string-comparison,stack
"['binary-tree', 'tree']",priority-queue,bubble-sort,boolean-logic,binary-search-tree,quicksort
['algorithm'],optimization,sorting,hash,recursion,data-structures
"['algorithm', 'hashtable', 'data-structures', 'arrays']",optimization,memory-management,hashmap,sorting,heap-memory
"['algorithm', 'sorting']",optimization,data-structures,memory-management,recursion,tree
['heap-memory'],binary-tree,hashtable,complexity-theory,graph,tree
['algorithm'],optimization,memory-management,sorting,data-structures,recursion
