known_tags,rec_1,rec_2,rec_3,rec_4,rec_5
"['probability', 'finite-automata', 'mathematical-optimization', 'linear-programming', 'complexity-theory', 'boolean-logic', 'boolean', 'artificial-intelligence', 'automata', 'non-deterministic', 'subset-sum', 'boolean-operations', 'abstract-data-type', 'turing-machines', 'backtracking', 'boolean-expression', 'boolean-algebra', 'algorithm', 'optimization', 'stability', 'string-concatenation', 'hashcode', 'substring', 'hashtable', 'string-comparison', 'string-matching', 'huffman-code', 'hashset', 'string', 'hash', 'hashmap', 'breadth-first-search', 'binary-search-tree', 'binary-tree', 'b-tree', 'doubly-linked-list', 'avl-tree', 'tree', 'depth-first-search', 'data-structures', 'tree-balancing', 'multidimensional-array', 'greedy', 'arrays', 'array-algorithms', 'variable-length-array', 'dijkstra', 'digraphs', 'graph-theory', 'graph', 'shortest-path', 'path-finding', 'priority-queue', 'heap-memory', 'space-complexity', 'stack', 'memory-management', 'dynamic-allocation', 'fifo', 'stack-memory', 'heap', 'queue', 'dynamic-arrays', 'heapalloc', 'big-o', 'tail-recursion', 'time-complexity', 'fibonacci', 'recursion', 'divide-and-conquer', 'asymptotic-complexity', 'greatest-common-divisor', 'set', 'quicksort', 'mergesort', 'linear-search', 'bucket-sort', 'combinatorics', 'binary-search', 'bubble-sort', 'selection-sort', 'sorting', 'insertion-sort', 'heapsort', 'stable-sort', 'linked-list', 'list', 'singly-linked-list', 'set-operations']",dependency-graph,double-hashing,circular-queue,union-find,automata-theory
"['algorithm', 'data-structures', 'set', 'sorting']",queue,stack,string-comparison,string-concatenation,hashset
['memory-management'],hash,recursion,boolean,hashtable,multidimensional-array
"['boolean', 'algorithm', 'set', 'list']",queue,tree,stack,substring,binary-search
[],algorithm,string,arrays,optimization,data-structures
"['turing-machines', 'halting-problem']",traveling-salesman,directed-acyclic-graphs,computability,np-hard,sparse-array
"['string', 'hash']",recursion,substring,boolean,multidimensional-array,string-concatenation
"['artificial-intelligence', 'algorithm', 'string', 'hash', 'hashmap', 'binary-search-tree', 'data-structures', 'arrays', 'a-star', 'queue', 'recursion', 'set', 'combinatorics', 'sorting', 'linked-list', 'list']",directed-acyclic-graphs,graph-algorithm,shortest-path,traveling-salesman,greedy
"['algorithm', 'optimization', 'string', 'hashmap', 'data-structures', 'arrays', 'memory-management', 'recursion', 'sorting', 'list']",hashtable,tree,multidimensional-array,linked-list,stack
['list'],algorithm,optimization,sorting,data-structures,recursion
[],algorithm,string,arrays,probability,optimization
"['boolean', 'artificial-intelligence', 'algorithm', 'optimization', 'hash', 'adjacency-list']",string-algorithm,amortized-analysis,minimax,edmonds-karp,string-substitution
['algorithm'],optimization,data-structures,sorting,recursion,hash
"['multidimensional-array', 'arrays']",string-concatenation,stack,hashcode,string-matching,queue
"['multidimensional-array', 'sorting']",queue,set,string-concatenation,graph,string-comparison
['string'],arrays,algorithm,optimization,list,data-structures
"['string-concatenation', 'string', 'arrays', 'memory-management', 'recursion']",string-matching,graph,hashcode,stack,string-comparison
"['substring', 'string', 'data-structures', 'sparse-matrix', 'arrays', 'graph', 'memory-management', 'linked-list']",treenode,adjacency-list,b-tree,avl-tree,minimax
"['hash', 'arrays']",recursion,multidimensional-array,boolean,set,stack
"['probability', 'complexity-theory', 'boolean', 'artificial-intelligence', 'algorithm', 'optimization', 'hashcode', 'hash-collision', 'substring', 'hash-function', 'hashtable', 'hashset', 'string', 'hash', 'hashmap', 'breadth-first-search', 'b-tree', 'tree', 'data-structures', 'multidimensional-array', 'arrays', 'array-algorithms', 'adjacency-list', 'graph', 'priority-queue', 'heap-memory', 'stack', 'memory-management', 'stack-memory', 'queue', 'dynamic-programming', 'big-o', 'tail-recursion', 'partitioning', 'time-complexity', 'recursion', 'asymptotic-complexity', 'greatest-common-divisor', 'set', 'sorting', 'linked-list', 'list', 'singly-linked-list']",proof-of-correctness,heaps-algorithm,string-algorithm,satisfiability,set-union
"['complexity-theory', 'algorithm', 'optimization', 'string-concatenation', 'hash', 'binary-tree', 'multidimensional-array', 'arrays', 'graph-theory', 'graph', 'recursion']",probability,partitioning,heuristics,directed-graph,binary-search
[],algorithm,string,arrays,optimization,data-structures
['arrays'],algorithm,optimization,list,sorting,data-structures
"['algorithm', 'optimization', 'string', 'tree', 'memory-management', 'recursion', 'sorting']",partitioning,queue,graph,probability,boolean-logic
[],algorithm,string,arrays,optimization,data-structures
['set'],queue,stack,tree,string-concatenation,string-matching
"['optimization', 'tree', 'multidimensional-array', 'arrays', 'sorting']",queue,graph,artificial-intelligence,string-comparison,probability
['arrays'],algorithm,optimization,sorting,list,hash
"['algorithm', 'arrays', 'big-o']",complexity-theory,artificial-intelligence,heuristics,graph-theory,tree
['arrays'],algorithm,optimization,list,sorting,data-structures
"['string-comparison', 'arrays', 'memory-management']",hashset,boolean-expression,boolean-operations,probability,code-complexity
['algorithm'],optimization,memory-management,data-structures,tree,sorting
"['algorithm', 'tree']",partitioning,graph-theory,probability,code-complexity,fifo
['greedy'],directed-acyclic-graphs,traveling-salesman,sparse-array,minimax,recursive-datastructures
[],algorithm,string,arrays,optimization,data-structures
"['boolean-operations', 'boolean-expression', 'algorithm', 'optimization', 'string', 'hash', 'data-structures', 'multidimensional-array', 'arrays', 'queue', 'fibonacci', 'recursion', 'sorting']",code-complexity,partitioning,heuristics,string-substitution,set-theory
[],algorithm,string,arrays,optimization,data-structures
"['algorithm', 'hashtable', 'string', 'hash', 'hashmap']",stack,tree,boolean-expression,multidimensional-array,hashcode
['string'],algorithm,optimization,arrays,list,sorting
['string'],algorithm,arrays,optimization,list,sorting
['memory-management'],hash,boolean,hashtable,recursion,hashmap
"['probability', 'finite-automata', 'np-complete', 'mathematical-optimization', 'np', 'complexity-theory', 'boolean-logic', 'boolean', 'artificial-intelligence', 'subset-sum', 'algorithm', 'optimization', 'substring', 'string-matching', 'string', 'hash', 'string-algorithm', 'hashmap', 'depth-first-search', 'data-structures', 'multidimensional-array', 'arrays', 'dijkstra', 'graph-theory', 'graph', 'shortest-path', 'path-finding', 'heap-memory', 'memory-management', 'queue', 'dynamic-programming', 'tail-recursion', 'time-complexity', 'fibonacci', 'recursion', 'set', 'combinatorics', 'sorting', 'linked-list', 'list']",edmonds-karp,partition-problem,amortized-analysis,ford-fulkerson,floyd-warshall
"['complexity-theory', 'algorithm', 'optimization', 'string', 'arrays', 'queue']",graph,binary-search,quicksort,graph-theory,artificial-intelligence
['string'],algorithm,arrays,optimization,list,sorting
"['string', 'hash']",recursion,multidimensional-array,boolean,set,string-concatenation
"['arrays', 'sorting']",optimization,data-structures,recursion,hash,boolean
"['algorithm', 'hashtable', 'string', 'arrays', 'linked-list']",stack,tree,substring,queue,priority-queue
"['np-hard', 'algorithm', 'optimization', 'traveling-salesman', 'memory-management', 'recursion', 'sorting', 'list']",knapsack-problem,clique,adjacency-matrix,bellman-ford,np
['optimization'],memory-management,hashtable,substring,hash,boolean
"['boolean-logic', 'backtracking', 'algorithm', 'string', 'arrays']",adjacency-list,minimax,amortized-analysis,string-substitution,edmonds-karp
"['boolean', 'string']",queue,tree,hashtable,multidimensional-array,graph
['arrays'],algorithm,optimization,list,sorting,hash
"['string', 'arrays', 'list']",algorithm,optimization,sorting,data-structures,hash
"['arrays', 'sorting']",optimization,data-structures,recursion,hash,memory-management
"['string', 'arrays', 'sorting']",optimization,data-structures,boolean,hash,recursion
"['optimization', 'data-structures', 'arrays']",memory-management,boolean,recursion,tree,hashtable
['algorithm'],optimization,sorting,data-structures,memory-management,recursion
"['algorithm', 'optimization', 'string', 'multidimensional-array', 'arrays', 'set']",queue,stack,string-concatenation,string-matching,hashcode
"['optimization', 'list']",hash,memory-management,recursion,stack,boolean
"['complexity-theory', 'artificial-intelligence', 'algorithm', 'optimization', 'hashtable', 'string', 'hash', 'tree', 'data-structures', 'arrays', 'graph-theory', 'graph', 'memory-management', 'time-complexity', 'recursion']",heuristics,graph-algorithm,path-finding,boolean-logic,probability
"['algorithm', 'optimization', 'string', 'arrays', 'recursion', 'list']",set,multidimensional-array,boolean,stack,substring
['string'],algorithm,arrays,optimization,list,data-structures
"['substring', 'arrays']",boolean-logic,string-matching,stack,string-concatenation,fibonacci
[],algorithm,string,arrays,optimization,data-structures
"['algorithm', 'string-concatenation', 'string', 'data-structures', 'arrays', 'minimum-spanning-tree', 'graph-theory', 'graph', 'planar-graph', 'heap', 'min-heap', 'recursion', 'sorting', 'list']",ford-fulkerson,max-flow,bellman-ford,clique,knuth-morris-pratt
"['string', 'set', 'sorting', 'list']",queue,hashcode,string-concatenation,hashset,stack
"['algorithm', 'optimization', 'string', 'hash', 'arrays', 'recursion', 'linked-list']",tree,queue,stack,set,graph
"['hashtable', 'hash']",multidimensional-array,hashset,stack,substring,string-comparison
"['boolean-logic', 'boolean', 'artificial-intelligence', 'sat', 'algorithm', 'optimization', 'string-concatenation', 'hash-collision', 'substring', 'hash-function', 'hashtable', 'string-comparison', 'lcs', 'string', 'hash', 'hashmap', 'breadth-first-search', 'tree-traversal', 'directed-acyclic-graphs', 'binary-search-tree', 'binary-tree', 'b-tree', 'doubly-linked-list', 'avl-tree', 'tree', 'data-structures', 'multidimensional-array', 'sparse-matrix', 'arrays', 'matrix-multiplication', 'variable-length-array', 'static-array', 'a-star', 'adjacency-matrix', 'graph-theory', 'graph', 'shortest-path', 'bipartite', 'heap-memory', 'stack', 'memory-management', 'dynamic-allocation', 'circular-queue', 'fifo', 'stack-memory', 'heap', 'queue', 'dynamic-arrays', 'heapalloc', 'big-o', 'time-complexity', 'fibonacci', 'recursion', 'greatest-common-divisor', 'quicksort', 'mergesort', 'radix-sort', 'counting-sort', 'binary-search', 'bubble-sort', 'selection-sort', 'sorting', 'insertion-sort', 'heapsort', 'linked-list', 'list', 'singly-linked-list']",union-find,bellman-ford,space-complexity,double-hashing,tree-search
['string'],arrays,algorithm,optimization,list,sorting
[],algorithm,string,arrays,optimization,sorting
['data-structures'],optimization,hash,memory-management,recursion,boolean
"['string', 'data-structures', 'arrays', 'memory-management', 'sorting', 'list']",hash,hashtable,recursion,tree,boolean
['list'],algorithm,optimization,sorting,data-structures,recursion
['recursion'],set,boolean,stack,multidimensional-array,substring
['string'],arrays,algorithm,optimization,list,hash
['arrays'],algorithm,optimization,memory-management,list,data-structures
[],algorithm,string,arrays,optimization,data-structures
['optimization'],memory-management,recursion,hash,boolean,hashtable
['complexity-theory'],substring,hashtable,tree,artificial-intelligence,boolean-logic
"['boolean-logic', 'boolean', 'string', 'hash', 'multidimensional-array', 'arrays', 'queue', 'recursion', 'sorting', 'list']",boolean-expression,heuristics,finite-automata,code-complexity,boolean-operations
"['optimization', 'substring', 'string', 'ternary-search-tree']",string-algorithm,proof-of-correctness,heaps-algorithm,array-multisort,master-theorem
"['algorithm', 'optimization', 'hashtable', 'hashset', 'string', 'hashmap', 'arrays', 'set', 'list']",binary-search,boolean-expression,boolean-operations,priority-queue,probability
['arrays'],algorithm,optimization,list,sorting,data-structures
[],algorithm,string,arrays,optimization,data-structures
['data-structures'],optimization,memory-management,tree,partitioning,hash
['arrays'],algorithm,optimization,list,sorting,data-structures
"['hashmap', 'treenode', 'tree', 'arrays', 'memory-management', 'list']",adjacency-list,recursive-datastructures,sparse-array,knapsack-problem,minimax
['arrays'],algorithm,optimization,list,memory-management,sorting
"['algorithm', 'optimization']",substring,recursion,hash,memory-management,boolean
"['optimization', 'string', 'hash', 'binary-search-tree', 'memory-management', 'time-complexity', 'list']",huffman-code,traveling-salesman,np-hard,halting-problem,computability
"['algorithm', 'arrays']",optimization,sorting,data-structures,recursion,boolean
"['string', 'queue']",graph,string-comparison,string-matching,partitioning,artificial-intelligence
[],algorithm,string,arrays,optimization,data-structures
"['algorithm', 'list']",optimization,sorting,data-structures,recursion,memory-management
"['algorithm', 'string', 'graph', 'recursion']",artificial-intelligence,graph-theory,string-matching,boolean-logic,code-complexity
